,0
Unnamed: 0_x,-2.68231517360471
rank,-2.68231517360471
Unnamed: 0_y,-7141.408298239534
popularity,2.3470681493283436
acousticness,-0.06554936284743379
danceability,0.005262421766741077
duration_ms,513.3631221928808
energy,0.040484335692860474
instrumentalness,-0.012838331660201041
liveness,0.006517799449207717
loudness,0.8603962243569221
speechiness,0.019145244852890306
tempo,0.9052965239157231
valence,0.0007198132385366485
boringness,6.340368494232791
